No.,Player,Performance,Market Value,90s,Nation,Pos,Squad,Age,Born,Matches,Starts,Minutes,Goals,Assists,Goals+Assists,Non Penalty Goals,Penalty Kicks,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xAG,npxG+xAG,PrgC,PrgC/90,PrgP,PrgP/90,PrgR,PrgR/90,Gls P90,Ast P90,G+A P90,G-PK P90,G+A-PK P90,Xg P90,xAG P90,xG+xAG P90,npxG P90,npxG+xAG P90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Shot Dist,FK,PK,PKatt,npxG/Sh,G-xG,np:G-xG,Passes Comp,Passes Comp/90,Passes Att,Cmp%,TotDist,TotDist/90,PrgDist,PrgDist/90,Short Cmp,Short Att,Short Cmp%,Med Cmp,Med Att,Med Cmp%,Long Cmp,Long Att,Long Cmp%,xA,A-xAG,KP,KP/90,finalThirdPasses,final3rdPasses/90,PenAreaPasses,PenAreaPasses/90,CrsPA,CrsPA/90,Live,Live/90,Dead,Dead/90,FK,Through,Through/90,Switches,Switches/90,Crosses,Crosses/90,Throw ins,Corners,Passes Off,Passes Blocked,SCA,SCA90,PassLive,PassDead,Take ons,GCA,GCA90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Tkl+Int,Tkl+Int/90,Clr,Clr/90,Err eading to shots,Touches,Touches/90,T Def Pen,T Def Pen/90,T Def 3rd,T Def 3rd/90,T Mid 3rd,T Mid 3rd/90,T Att 3rd,T Att 3rd/90,T Att Pen,T Att Pen/90,T Live,TO Att,TO Succ,TO Succ%,Tkld,Tkld%,Carries,Carries/90,FINAL 3RD CARRIES,FINAL 3RD CARRIES/90,CPA,Mis,Dis,PASS Rec,PASS Rec/90,Prg PASS REC,PKwon,PKcon,OG,AD Won,AD Lost,Won%,GoalsAg,GoalsAg90,SoTA,Saves,Save%,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,PKA,FK G ag,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,GKCmp%,Att,Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
267,Jean-Philippe Mateta,6.15,7,8.6,fr FRA,FW,Crystal Palace,25,1997,29,6,770,2,0,2,2,0,0,3,0,3.4,3.4,0.6,4,9,1.05,6,0.7,43,5,0.23,0,0.23,0.23,0.23,0.39,0.07,0.47,0.39,0.47,27,7,25.9,3.16,0.82,0.07,0.29,12.2,0,0,0,0.13,-1.4,-1.4,104,12.09,149,69.8,1196,139.07,155,18.02,70,92,76.1,19,28,67.9,4,5,80,0.2,-0.6,5,0.58,4,0.47,1,0.12,1,0.12,143,16.63,6,0.7,0,0,0,0,0,3,0.35,0,0,0,9,8,0.94,3,0,0,1,0.12,7,1,2,4,1,3,10,1.16,18,2.09,0,266,30.93,18,2.09,37,4.3,112,13.02,119,13.84,38,4.42,266,8,3,37.5,5,62.5,145,16.86,9,1.05,5,27,18,185,21.51,43,0,0,0,26,44,37.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Joël Matip,6.7,12,12.1,cm CMR,DF,Liverpool,30,1991,14,12,"1,092",1,0,1,1,0,0,3,0,0.7,0.7,0.3,1,28,2.31,59,4.88,2,0.17,0.08,0,0.08,0.08,0.08,0.06,0.02,0.08,0.06,0.08,5,3,60,0.41,0.25,0.2,0.33,8.3,0,0,0,0.17,0.3,0.3,766,63.31,885,86.6,13750,1136.36,4547,375.79,305,349,87.4,395,428,92.3,57,85,67.1,0.4,-0.3,4,0.33,53,4.38,7,0.58,0,0,873,72.15,11,0.91,7,0,0,5,0.41,1,0.08,4,0,1,5,16,1.32,14,0,0,0,0,14,8,12,2,0,8,35,2.89,45,3.72,3,1004,82.98,111,9.17,482,39.83,468,38.68,62,5.12,17,1.4,1004,7,4,57.1,3,42.9,657,54.3,22,1.82,1,14,1,720,59.5,2,0,0,1,25,23,52.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Neal Maupay,6.27,10,12.4,fr FRA,FW,Everton,25,1996,27,11,"1,118",1,0,1,1,0,0,4,0,4.8,4.8,0.6,5.4,8,0.65,11,0.89,61,4.92,0.08,0,0.08,0.08,0.08,0.39,0.05,0.43,0.39,0.43,32,13,40.6,2.58,1.05,0.03,0.08,14.3,0,0,0,0.15,-3.8,-3.8,190,15.32,253,75.1,2500,201.61,217,17.5,125,151,82.8,49,63,77.8,7,9,77.8,0.3,-0.6,7,0.56,8,0.65,2,0.16,0,0,222,17.9,30,2.42,1,0,0,1,0.08,3,0.24,2,0,1,10,18,1.45,12,0,1,1,0.08,11,5,3,4,4,8,16,1.29,0,0,0,387,31.21,1,0.08,27,2.18,172,13.87,194,15.65,49,3.95,387,19,7,36.8,12,63.2,219,17.66,7,0.56,3,38,16,280,22.58,61,0,0,0,15,48,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Kevin Mbabu,6.24,3.5,1.6,ch SUI,DF,Fulham,27,1995,6,1,144,0,1,1,0,0,0,1,0,0,0,0.4,0.4,4,2.5,8,5,11,6.88,0,0.62,0.62,0,0.62,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,42.5,94,72.3,1051,656.88,383,239.38,40,43,93,24,35,68.6,4,9,44.4,0.4,0.6,2,1.25,4,2.5,5,3.13,3,1.88,71,44.38,23,14.38,0,0,0,1,0.63,7,4.38,23,0,0,2,3,1.87,2,0,1,1,0.62,3,2,2,1,0,2,6,3.75,3,1.88,0,114,71.25,4,2.5,38,23.75,40,25,38,23.75,0,0,114,6,4,66.7,2,33.3,57,35.63,2,1.25,0,1,2,59,36.88,11,0,0,0,2,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Bryan Mbeumo,7.12,35,32.3,cm CMR,FW,Brentford,22,1999,38,36,"2,906",9,8,17,8,1,1,5,0,9.8,9,7.6,16.5,66,2.04,88,2.72,235,7.28,0.28,0.25,0.53,0.25,0.5,0.3,0.23,0.54,0.28,0.51,70,32,45.7,2.17,0.99,0.11,0.25,16.3,1,1,1,0.13,-0.8,-1,655,20.28,991,66.1,10466,324.02,3238,100.25,376,456,82.5,185,287,64.5,71,151,47,5.6,0.4,51,1.58,37,1.15,45,1.39,13,0.4,845,26.16,139,4.3,48,7,0.22,7,0.22,156,4.83,19,71,7,42,97,3,62,27,7,15,0.46,26,18,5,13,8,24,39,1.21,21,0.65,0,1335,41.33,24,0.74,177,5.48,425,13.16,755,23.37,125,3.87,1334,88,45,51.1,37,42,776,24.02,33,1.02,26,72,54,862,26.69,235,0,0,0,35,63,35.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,John McGinn,7.12,27,29.9,sct SCO,MF,Aston Villa,27,1994,34,30,"2,693",1,3,4,1,0,0,7,0,2.4,2.4,2.6,5,34,1.14,140,4.68,66,2.21,0.03,0.1,0.13,0.03,0.13,0.08,0.09,0.17,0.08,0.17,42,11,26.2,1.4,0.37,0.02,0.09,23.6,0,0,0,0.06,-1.4,-1.4,805,26.92,1028,78.3,14385,481.1,4830,161.54,374,430,87,309,373,82.8,101,165,61.2,3.3,0.4,18,0.6,114,3.81,20,0.67,5,0.17,965,32.27,56,1.87,25,11,0.37,10,0.33,50,1.67,1,25,7,20,80,2.67,56,10,5,10,0.33,66,36,27,29,10,43,90,3.01,19,0.64,0,1348,45.08,37,1.24,218,7.29,756,25.28,388,12.98,45,1.51,1348,70,45,64.3,14,20,804,26.89,35,1.17,8,58,35,888,29.7,66,2,0,0,22,21,51.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Scott McKenna,6.41,10,17.5,sct SCO,DF,Nott'ham Forest,25,1996,20,19,"1,571",0,0,0,0,0,0,4,0,0.1,0.1,1,1.1,5,0.29,35,2,2,0.11,0,0,0,0,0,0,0.06,0.06,0,0.06,2,0,0,0.11,0,0,0,8.2,0,0,0,0.04,-0.1,-0.1,569,32.51,727,78.3,11331,647.49,4319,246.8,163,195,83.6,334,394,84.8,66,122,54.1,0.4,-1,8,0.46,35,2,3,0.17,1,0.06,691,39.49,32,1.83,11,0,0,3,0.17,2,0.11,21,0,4,2,10,0.57,10,0,0,1,0.06,12,7,7,3,2,20,24,1.37,85,4.86,1,877,50.11,151,8.63,501,28.63,333,19.03,45,2.57,21,1.2,877,7,5,71.4,1,14.3,430,24.57,1,0.06,0,2,2,508,29.03,2,0,1,0,36,23,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Weston McKennie,6.47,20,16,us USA,MF,Leeds United,23,1998,19,16,"1,437",0,1,1,0,0,0,7,0,0.8,0.8,0.7,1.4,14,0.88,82,5.13,33,2.06,0,0.06,0.06,0,0.06,0.05,0.04,0.09,0.05,0.09,13,2,15.4,0.81,0.13,0,0,15.9,0,0,0,0.06,-0.8,-0.8,472,29.5,628,75.2,7648,478,2686,167.88,246,302,81.5,154,197,78.2,47,79,59.5,0.5,0.3,13,0.81,50,3.13,15,0.94,3,0.19,589,36.81,36,2.25,8,4,0.25,6,0.38,9,0.56,26,0,3,16,29,1.82,25,3,0,3,0.19,30,13,5,18,7,22,52,3.25,26,1.63,0,807,50.44,41,2.56,188,11.75,401,25.06,228,14.25,17,1.06,807,16,11,68.8,4,25,400,25,16,1,0,28,25,445,27.81,33,0,0,0,25,23,52.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Dwight McNeil,7.12,20,27.8,eng ENG,FW,Everton,22,1999,36,28,"2,498",7,3,10,7,0,0,5,0,3.5,3.5,6.1,9.6,76,2.73,69,2.48,128,4.6,0.25,0.11,0.36,0.25,0.36,0.13,0.22,0.35,0.13,0.35,46,15,32.6,1.66,0.54,0.15,0.47,20.5,1,0,0,0.08,3.5,3.5,656,23.6,987,66.5,11288,406.04,3797,136.58,335,391,85.7,208,278,74.8,87,212,41,5.4,-3.1,49,1.76,45,1.62,27,0.97,14,0.5,838,30.14,142,5.11,50,3,0.11,6,0.22,194,6.98,31,61,7,49,108,3.89,53,36,9,12,0.43,64,41,35,14,15,46,95,3.42,41,1.47,0,1358,48.85,52,1.87,266,9.57,505,18.17,614,22.09,61,2.19,1357,108,54,50,51,47.2,738,26.55,44,1.58,16,53,45,762,27.41,128,1,0,0,14,18,43.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Scott McTominay,6.77,25,12.9,sct SCO,MF,Manchester Utd,25,1996,24,10,"1,160",1,0,1,1,0,0,8,0,1.9,1.9,0.6,2.5,20,1.55,33,2.56,19,1.47,0.08,0,0.08,0.08,0.08,0.15,0.04,0.19,0.15,0.19,13,6,46.2,1.01,0.47,0.08,0.17,14.9,0,0,0,0.15,-0.9,-0.9,355,27.52,432,82.2,5433,421.16,1549,120.08,194,224,86.6,122,141,86.5,25,36,69.4,1,-0.6,8,0.62,32,2.48,5,0.39,1,0.08,426,33.02,5,0.39,3,3,0.23,3,0.23,4,0.31,1,0,1,6,23,1.78,18,0,1,0,0,32,19,16,10,6,15,46,3.57,45,3.49,0,618,47.91,69,5.35,205,15.89,287,22.25,132,10.23,25,1.94,618,26,13,50,9,34.6,315,24.42,16,1.24,3,24,19,359,27.83,19,0,1,0,34,23,59.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Ben Mee,7.17,2,36.3,eng ENG,DF,Brentford,32,1989,37,37,"3,269",3,1,4,3,0,0,2,0,3.2,3.2,1.3,4.5,8,0.22,84,2.31,14,0.39,0.08,0.03,0.11,0.08,0.11,0.09,0.04,0.12,0.09,0.12,28,7,25,0.77,0.19,0.11,0.43,10.3,0,0,0,0.12,-0.2,-0.2,1348,37.13,1761,76.5,25834,711.68,10693,294.57,520,609,85.4,648,784,82.7,169,316,53.5,0.8,-0.3,8,0.22,86,2.37,7,0.19,1,0.03,1625,44.77,130,3.58,38,0,0,10,0.28,7,0.19,90,0,6,20,33,0.91,23,0,1,1,0.03,45,24,28,13,4,54,93,2.56,122,3.36,1,2122,58.46,272,7.49,1089,30,887,24.44,156,4.3,71,1.96,2122,13,12,92.3,1,7.7,1146,31.57,11,0.3,3,18,2,1179,32.48,14,0,0,0,131,98,57.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Nampalys Mendy,6.54,2.5,8.4,sn SEN,MF,Leicester City,30,1992,19,7,757,1,0,1,1,0,0,1,0,0.1,0.1,0,0.2,2,0.24,28,3.33,4,0.48,0.12,0,0.12,0.12,0.12,0.02,0,0.02,0.02,0.02,2,1,50,0.24,0.12,0.5,1,21.1,0,0,0,0.07,0.9,0.9,362,43.1,413,87.7,5580,664.29,1124,133.81,189,204,92.6,143,156,91.7,20,27,74.1,0.1,0,2,0.24,20,2.38,3,0.36,0,0,399,47.5,12,1.43,8,1,0.12,2,0.24,1,0.12,1,0,2,11,9,1.07,5,0,1,0,0,13,9,7,6,0,20,26,3.1,2,0.24,0,490,58.33,12,1.43,139,16.55,310,36.9,45,5.36,2,0.24,490,11,7,63.6,3,27.3,283,33.69,5,0.6,0,7,1,333,39.64,4,0,0,0,4,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Chris Mepham,6.46,8,24.4,wls WAL,DF,Bournemouth,24,1997,26,24,"2,199",0,0,0,0,0,0,7,0,0.7,0.7,0.2,0.9,2,0.08,42,1.72,1,0.04,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,8,4,50,0.33,0.16,0,0,9.8,0,0,0,0.09,-0.7,-0.7,870,35.66,1041,83.6,16273,666.93,5694,233.36,309,346,89.3,478,525,91,75,142,52.8,0.6,-0.2,4,0.16,42,1.72,2,0.08,0,0,1001,41.02,37,1.52,21,0,0,4,0.16,0,0,16,0,3,7,8,0.33,6,0,0,0,0,45,22,37,8,0,40,75,3.07,152,6.23,0,1336,54.75,285,11.68,852,34.92,455,18.65,36,1.48,14,0.57,1336,7,3,42.9,3,42.9,650,26.64,6,0.25,2,4,3,788,32.3,1,0,0,2,53,31,63.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Luka Milivojević,6.27,2,5.7,rs SRB,MF,Crystal Palace,31,1991,18,5,512,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,2,0.35,20,3.51,2,0.35,0,0,0,0,0,0.06,0.03,0.09,0.06,0.09,7,0,0,1.23,0,0,0,25.1,1,0,0,0.05,-0.3,-0.3,207,36.32,260,79.6,3587,629.3,1136,199.3,89,101,88.1,89,107,83.2,20,37,54.1,0.2,-0.2,2,0.35,17,2.98,2,0.35,1,0.18,248,43.51,11,1.93,8,0,0,2,0.35,6,1.05,1,2,1,0,3,0.53,1,1,0,0,0,13,7,7,4,2,13,25,4.39,10,1.75,0,321,56.32,28,4.91,117,20.53,153,26.84,55,9.65,1,0.18,321,1,1,100,0,0,162,28.42,3,0.53,0,4,6,178,31.23,2,0,0,0,6,9,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,James Milner,6.6,1.5,10.1,eng ENG,MF,Liverpool,36,1986,31,7,913,0,1,1,0,0,0,2,0,0.4,0.4,0.9,1.3,21,2.08,70,6.93,78,7.72,0,0.1,0.1,0,0.1,0.04,0.09,0.13,0.04,0.13,7,1,14.3,0.69,0.1,0,0,17.9,0,0,0,0.06,-0.4,-0.4,563,55.74,727,77.4,9891,979.31,3403,336.93,261,291,89.7,238,279,85.3,52,112,46.4,1.6,0.1,13,1.29,61,6.04,15,1.49,5,0.5,625,61.88,99,9.8,20,2,0.2,4,0.4,52,5.15,65,12,3,24,36,3.56,27,4,3,3,0.3,26,16,11,11,4,14,38,3.76,15,1.49,0,848,83.96,24,2.38,196,19.41,390,38.61,264,26.14,24,2.38,848,21,11,52.4,8,38.1,447,44.26,17,1.68,5,19,14,551,54.55,78,0,0,0,13,14,48.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,Yerry Mina,7.27,10,6.6,co COL,DF,Everton,27,1994,7,7,594,2,0,2,2,0,0,2,0,1.5,1.5,0.1,1.6,1,0.15,13,1.97,3,0.45,0.3,0,0.3,0.3,0.3,0.22,0.02,0.24,0.22,0.24,8,4,50,1.21,0.61,0.25,0.5,8.4,0,0,0,0.18,0.5,0.5,286,43.33,325,88,4935,747.73,1808,273.94,117,125,93.6,146,161,90.7,17,27,63,0.2,-0.1,1,0.15,15,2.27,1,0.15,0,0,309,46.82,15,2.27,13,0,0,1,0.15,1,0.15,2,0,1,1,8,1.21,5,0,0,1,0.15,15,8,9,6,0,7,21,3.18,28,4.24,0,402,60.91,58,8.79,198,30,176,26.67,30,4.55,16,2.42,402,2,1,50,0,0,217,32.88,4,0.61,1,4,0,255,38.64,3,0,0,0,19,15,55.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Tyrone Mings,6.98,22,35,eng ENG,DF,Aston Villa,29,1993,35,35,"3,150",1,2,3,1,0,0,7,0,1.2,1.2,1.4,2.6,20,0.57,111,3.17,7,0.2,0.03,0.06,0.09,0.03,0.09,0.03,0.04,0.07,0.03,0.07,7,2,28.6,0.2,0.06,0.14,0.5,12.1,0,0,0,0.17,-0.2,-0.2,1617,46.2,1899,85.2,30932,883.77,11677,333.63,532,586,90.8,913,984,92.8,153,286,53.5,0.9,0.6,5,0.14,106,3.03,6,0.17,0,0,1811,51.74,85,2.43,64,1,0.03,15,0.43,3,0.09,6,0,3,10,23,0.66,17,0,0,4,0.11,15,7,10,5,0,40,69,1.97,163,4.66,2,2228,63.66,384,10.97,1276,36.46,877,25.06,81,2.31,21,0.6,2228,12,6,50,3,25,1379,39.4,21,0.6,3,8,7,1486,42.46,7,1,0,1,61,24,71.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Tyrick Mitchell,6.9,22,32.1,eng ENG,DF,Crystal Palace,22,1999,36,34,"2,891",0,2,2,0,0,0,5,1,0.6,0.6,1.2,1.8,23,0.72,106,3.3,90,2.8,0,0.06,0.06,0,0.06,0.02,0.04,0.05,0.02,0.05,6,1,16.7,0.19,0.03,0,0,11.6,0,0,0,0.1,-0.6,-0.6,1152,35.89,1607,71.7,18235,568.07,8262,257.38,600,710,84.5,483,635,76.1,53,169,31.4,1.2,0.8,15,0.47,90,2.8,21,0.65,9,0.28,1234,38.44,370,11.53,34,0,0,2,0.06,70,2.18,336,0,3,66,33,1.03,28,1,2,3,0.09,71,49,43,23,5,48,113,3.52,78,2.43,0,1899,59.16,115,3.58,654,20.37,834,25.98,431,13.43,35,1.09,1899,30,17,56.7,9,30,827,25.76,19,0.59,4,35,17,957,29.81,90,0,1,0,25,26,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Kaoru Mitoma,7.32,50,25.8,jp JPN,FW,Brighton,25,1997,33,24,"2,318",7,5,12,7,0,0,0,0,8.1,8.1,6.4,14.5,143,5.54,90,3.49,260,10.08,0.27,0.19,0.47,0.27,0.47,0.31,0.25,0.56,0.31,0.56,52,21,40.4,2.02,0.82,0.13,0.33,13.2,0,0,0,0.16,-1.1,-1.1,780,30.23,977,79.8,10673,413.68,2356,91.32,507,570,88.9,214,268,79.9,30,53,56.6,4.9,-1.4,41,1.59,45,1.74,28,1.09,1,0.04,952,36.9,19,0.74,0,4,0.16,3,0.12,41,1.59,16,3,6,33,108,4.2,78,1,18,15,0.58,44,27,15,16,13,25,61,2.36,10,0.39,0,1312,50.85,18,0.7,146,5.66,466,18.06,716,27.75,177,6.86,1312,129,58,45,55,42.6,891,34.53,82,3.18,85,60,33,986,38.22,260,1,0,0,18,19,48.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Aleksandar Mitrović,7.05,28,22.3,rs SRB,FW,Fulham,27,1994,24,23,"2,008",14,1,15,10,4,8,7,0,14.9,8.6,2.3,10.9,24,1.08,44,1.97,97,4.35,0.63,0.04,0.67,0.45,0.49,0.67,0.1,0.77,0.39,0.49,85,27,31.8,3.81,1.21,0.12,0.37,15.1,0,4,8,0.1,-0.9,1.4,299,13.41,496,60.3,4671,209.46,970,43.5,172,257,66.9,85,132,64.4,31,52,59.6,1.3,-1.3,16,0.72,26,1.17,10,0.45,1,0.04,486,21.79,10,0.45,1,4,0.18,9,0.4,4,0.18,3,0,0,24,55,2.47,26,0,9,10,0.45,14,7,8,4,2,22,17,0.76,20,0.9,1,814,36.5,27,1.21,79,3.54,392,17.58,349,15.65,144,6.46,806,47,23,48.9,22,46.8,451,20.22,15,0.67,10,65,58,646,28.97,97,2,0,0,100,105,48.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,Kieffer Moore,6.34,4,14.2,wls WAL,FW,Bournemouth,29,1992,27,12,"1,279",4,0,4,4,0,0,1,0,4.4,4.4,0.3,4.7,10,0.7,23,1.62,56,3.94,0.28,0,0.28,0.28,0.28,0.31,0.02,0.33,0.31,0.33,23,8,34.8,1.62,0.56,0.17,0.5,11.2,0,0,0,0.19,-0.4,-0.4,212,14.93,360,58.9,2944,207.32,495,34.86,119,193,61.7,62,95,65.3,11,20,55,0.5,-0.3,5,0.35,16,1.13,6,0.42,0,0,337,23.73,23,1.62,1,0,0,1,0.07,7,0.49,0,0,0,12,18,1.26,14,0,1,2,0.14,14,11,2,9,3,12,15,1.06,26,1.83,0,522,36.76,36,2.54,59,4.15,286,20.14,178,12.54,49,3.45,522,13,2,15.4,7,53.8,252,17.75,8,0.56,2,42,31,396,27.89,56,0,0,0,68,60,53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,Álex Moreno,6.95,15,14.8,es ESP,DF,Aston Villa,29,1993,19,14,"1,329",0,3,3,0,0,0,3,0,0.6,0.6,3,3.7,65,4.39,37,2.5,122,8.24,0,0.2,0.2,0,0.2,0.04,0.21,0.25,0.04,0.25,13,3,23.1,0.88,0.2,0,0,18.4,0,0,0,0.05,-0.6,-0.6,581,39.26,745,78,8535,576.69,2588,174.86,319,373,85.5,217,267,81.3,24,42,57.1,2.6,0,22,1.49,15,1.01,30,2.03,14,0.95,609,41.15,134,9.05,18,1,0.07,0,0,48,3.24,116,0,2,32,34,2.3,31,0,2,3,0.2,23,14,15,5,3,18,30,2.03,37,2.5,2,949,64.12,60,4.05,327,22.09,337,22.77,293,19.8,43,2.91,949,57,23,40.4,27,47.4,510,34.46,29,1.96,16,38,15,570,38.51,122,0,0,0,9,12,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Mason Mount,6.91,60,18.3,eng ENG,MF,Chelsea,23,1999,24,20,"1,648",3,2,5,3,0,0,4,0,2,2,3,5,48,2.62,98,5.36,114,6.23,0.16,0.11,0.27,0.16,0.27,0.11,0.16,0.27,0.11,0.27,33,9,27.3,1.8,0.49,0.09,0.33,19.7,2,0,0,0.06,1,1,585,31.97,778,75.2,8688,474.75,2236,122.19,350,409,85.6,165,216,76.4,44,84,52.4,2.8,-1,30,1.64,55,3.01,27,1.48,5,0.27,706,38.58,68,3.72,17,6,0.33,8,0.44,64,3.5,5,34,4,23,57,3.11,42,9,2,7,0.38,33,19,6,16,11,24,41,2.24,9,0.49,0,969,52.95,17,0.93,110,6.01,415,22.68,455,24.86,56,3.06,969,31,15,48.4,13,41.9,530,28.96,34,1.86,11,36,29,678,37.05,114,0,0,0,9,14,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Lucas Moura,6.35,6,1.7,br BRA,MF,Tottenham,29,1992,15,0,153,1,0,1,1,0,0,0,1,0.5,0.5,0.3,0.9,4,2.35,13,7.65,15,8.82,0.59,0,0.59,0.59,0.59,0.32,0.2,0.52,0.32,0.52,4,1,25,2.35,0.59,0.25,1,10.9,0,0,0,0.14,0.5,0.5,62,36.47,89,69.7,831,488.82,264,155.29,39,50,78,21,26,80.8,0,3,0,0.4,-0.3,4,2.35,3,1.76,5,2.94,1,0.59,83,48.82,6,3.53,0,1,0.59,0,0,9,5.29,5,1,0,6,9,5.29,6,0,1,1,0.59,8,5,1,3,4,0,10,5.88,1,0.59,1,118,69.41,0,0,15,8.82,47,27.65,58,34.12,12,7.06,118,11,5,45.5,6,54.5,65,38.24,8,4.71,2,6,5,83,48.82,15,0,0,0,5,4,55.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,João Moutinho,6.74,1.5,19.8,pt POR,MF,Wolves,35,1986,31,20,"1,780",0,2,2,0,0,0,3,0,1.3,1.3,2.6,3.9,23,1.16,132,6.67,32,1.62,0,0.1,0.1,0,0.1,0.07,0.13,0.2,0.07,0.2,16,3,18.8,0.81,0.15,0,0,18.4,3,0,0,0.08,-1.3,-1.3,850,42.93,1057,80.4,15648,790.3,4124,208.28,323,362,89.2,412,480,85.8,91,147,61.9,1.9,-0.6,36,1.82,105,5.3,23,1.16,4,0.2,936,47.27,116,5.86,55,7,0.35,6,0.3,59,2.98,3,34,5,20,66,3.34,49,14,0,3,0.15,51,30,24,21,6,22,69,3.48,20,1.01,0,1218,61.52,42,2.12,243,12.27,658,33.23,325,16.41,15,0.76,1218,15,8,53.3,7,46.7,615,31.06,23,1.16,0,14,7,769,38.84,32,0,0,0,8,23,25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
